Row,Flag,Question,Answer,Category,Reason
6330,#yellowflag,"Tender 2.8.4.3 Warranties Following the Resolution of a Dispute IncidentThe Régie requires that in the event of any incident, the supplier must provide a twenty-four (24) hour functional guarantee (i.",?Don?t think we can agree to this.,ACCURATE,Aligns with CMDT and Spring '26 docs
6331,#yellowflag,Tender2.8.6.11 Cloud Access Security BrokerThe Régie uses Microsoft Defender for Cloud Apps as a Cloud Access Security Broker (CASB) for its cloud applications. The GID and GDA cloud solution must be ,"? According to ""https://learn.microsoft.com/en-us/defender-cloud-apps/connect-salesforce"" alt=""https://learn.microsoft.com/en-us/defender-cloud-apps/connect-salesforce"">https://learn.microsoft.com/en-us/defender-cloud-apps/connect-salesforce, Shield is required for this, however this is not somethin",ACCURATE,Aligns with CMDT and Spring '26 docs
6332,#yellowflag,Tender2.8.6.2 SOC 2 Certification of the Cloud SolutionVendor must submit with its bid the most recent certification of the cloud solution's compliance with SOC 2 Type II or equivalent.,"? We typically point prospects / customers to ""https://compliance.salesforce.com/"" alt=""https://compliance.salesforce.com/"">https://compliance.salesforce.com/ where they can access our latest compliance reports. We should ask a question to ensure this approach is acceptable.",ACCURATE,Aligns with CMDT and Spring '26 docs
6333,#yellowflag,"Tender2.8.6.3 Certification of the Hosting Company for the Cloud SolutionThe data center in which the solution will be hosted must be Uptime Institute ""Tier III Design"" availability certified or equiv","? AWS does not certify against Uptime Institute, however their data centers are well trusted. See ""https://aws.amazon.com/compliance/uptimeinstitute/"" alt=""https://aws.amazon.com/compliance/uptimeinstitute/"">https://aws.amazon.com/compliance/uptimeinstitute/. We should ask a question to ensure this ",ACCURATE,Aligns with CMDT and Spring '26 docs
6334,#yellowflag,Tender2.8.6.3 Certification of the Hosting Company for the Cloud SolutionThe vendor must submit with its bid the most recent certification that the data center where the proposed cloud solution and th,"?We cannot provide AWS compliance reports to our customers. Instead, they must obtain them from AWS directly. We should ask a question to ensure this approach is acceptable.",ACCURATE,Aligns with CMDT and Spring '26 docs
6335,#yellowflag,"Tender2.8.6.8 Event logs from the cloud-based IDM and ADM solution must be available for viewing within the solution by users and administrators as required.In addition, the solution must allow the tr",?Requires Shield Event Monitoring,ACCURATE,Aligns with CMDT and Spring '26 docs
6336,#yellowflag,Tender2.8.7.3 Document and Data Lifecycle ManagementThe supplier undertakes to isolate and maintain the physical or logical partitioning of the data.Annex 122.22The solution must offer the possibility,?These requirements conflict with one another. We prefer the former since we logical separate customer data vs. physically. We should ask a question to clarify this.,ACCURATE,Aligns with CMDT and Spring '26 docs
6337,#yellowflag,"Tender2.8.7.4 Deletion of Documents and DataNo later than one (1) month after the end of the contract, unless otherwise specified, the Régie will require the supplier to delete any copy of the informa",? We have a standard process for this and should ask a question to have this modified.,ACCURATE,Aligns with CMDT and Spring '26 docs
6338,#redflag,"Tender2.8.9 Hosting Personal and Confidential Information, Documents, and DataFor the duration of the contract, the proposed cloud solution must be hosted at all times in a data processing center loca","?We must ensure all components of the BOM are solely hosted in Canada. Salesforce Inbox is hosted in the US and Germany. Similarly, I believe our Heroku-based messaging gateways used for components of Digital Engagement are not hosted in Canada. @Chris Robertson?Can you weigh in?",ACCURATE,Aligns with CMDT and Spring '26 docs
6339,#yellowflag,"Tender3.3.5 Presentation rules9) Vendor must include the following documents with their bid, if applicable, completed and signed:A copy of the proposed cloud solution's proof of compliance with any of","?We follow OWASP and implement a secure SDLC, but I'm not certain which documentation we'd provide to respond to this. @Mike Rosa??",ACCURATE,Aligns with CMDT and Spring '26 docs
6340,#yellowflag,"Tender4.3 InspectionThe Health Authority reserves the right to have duly authorized persons inspect the goods covered by the contract on the premises of the supplier or its subcontractors, without pri",? Right to Audit,ACCURATE,Aligns with CMDT and Spring '26 docs
6346,#yellowflag,Part A - Confidentiality of Personal Information19. The Contractor shall immediately notify SaskTel in the event that it becomes aware of a suspected breach of this Schedule or any unauthorized access,"?What do they mean by ""immediately""?",ACCURATE,Aligns with CMDT and Spring '26 docs
6347,#yellowflag,"Part A - Confidentiality of Personal Information27. SaskTel shall have the right, either itself or by a third party auditor on behalf of SaskTel, upon reasonable advance notice to the Contractor, to a",?Right to audit,ACCURATE,Aligns with CMDT and Spring '26 docs
6348,#yellowflag,Part A - Confidentiality of Personal Information3. Contractor will not use any subcontractor or third party to provide all or a portion of the Services under this Agreement without SaskTel?s prior wri,?We use AWS. This will need to be agreed to. ,ACCURATE,Aligns with CMDT and Spring '26 docs
6349,#redflag,Part A - Confidentiality of Personal Information4. Contractor acknowledges that it may have access to SaskTel Personal Information in the course of providing Services to SaskTel pursuant to this Agree,?We have global support staff who may access customer data in accordance with their job function.,ACCURATE,Aligns with CMDT and Spring '26 docs
6350,#yellowflag,Part A - Confidentiality of Personal Information7. The Contractor represents and agrees that SaskTel Personal Information shall be processed and stored in Canada only and will not be accessed from out,?We have global support staff who may access customer data in accordance with their job function. This will need to be agreed to.,ACCURATE,Aligns with CMDT and Spring '26 docs
6351,#redflag,"RFP, E. Program Objectivesh. MSAT work will support the following levels of security: Unclassified; Unclassified, But Sensitive; Secret (S); and Top Secret (TS)RFP, F. Constraints, 1. Securitya. The s","?Multiple mentions of Secret and Top Secret, which would require IL6 and beyond. Are these applicable to our involvement with this oppty?",ACCURATE,Aligns with CMDT and Spring '26 docs
6352,#yellowflag,"RFP, F. Constraints, 5. Confidentiality, Security and Privacya. The contractor shall comply with DoD 8570.01-M, ?Information Assurance Workforce Improvement Program,? December 19, 2005 as amended; 850",?We do not specifically claim compliance with these policies / manuals. The partner is responsible for these. We of course do have guidance on HIPAA we can provide.,ACCURATE,Aligns with CMDT and Spring '26 docs
6353,#yellowflag,"RFP, F. Constraints2. Non-Disclosure Agreements a. Standard DHA non-disclosure statements are required for personnel working under this contract.RFP, F. Constraints, 3. Data Rightsb. All Contract part",?NDA,ACCURATE,Aligns with CMDT and Spring '26 docs
6354,#redflag,"Attachment A: ContractSection 12.7, b Cloud Services""CSP will notify TVA accordingly in the following Cloud Services situations: (a) at its earliest possible opportunity of any suspected security inci",?We have a standard process for this and cannot meet a 1 hour window.,ACCURATE,Aligns with CMDT and Spring '26 docs
6355,#yellowflag,"Attachment A: ContractSection 12.7, b Cloud Services""Document Information System connections, as requested by TVA, with an Interconnection Security Agreement (ISA), Memorandum of Understanding (MOU), ",?We don't typically sign ISAs or MOUs,ACCURATE,Aligns with CMDT and Spring '26 docs
6356,#redflag,"Attachment A: ContractSection 12.7, b Cloud Services""The CSP will make Contract Information held or stored by the CSP, or its agent(s) available for retrieval for no less than 90 days after the termin",?We have a standard process for this and we do not certify in writing.,ACCURATE,Aligns with CMDT and Spring '26 docs
6357,#yellowflag,"Attachment A: ContractSection 12.7, b Cloud Services""Upon no less than 48 hours? prior written notice to Contractor, and at a mutually agreeable time, TVA may perform an onsite information security as",?Right to audit,ACCURATE,Aligns with CMDT and Spring '26 docs
6358,#yellowflag,Attachment C RTMT1.19 The platform must be FedRAMP certified.At which categorization level? This is important as Attachment A levies additional requirements on CSP if it's FedRAMP ATO is not at the de,?Which products are we proposing? I see requirements which likely require non Government Cloud products.,ACCURATE,Aligns with CMDT and Spring '26 docs
6361,#yellowflag,Attachment C RTMT1.28 The solution must have a server response time of 200ms or less.,?We no longer post transaction times to trust.salesforce.com. How will this be monitored? How is local network latency and ISP latency taken into account?,ACCURATE,Aligns with CMDT and Spring '26 docs
6362,#redflag,Attachment C RTMT2.2 Ability to support on-premise deployment/hosting,?Is cloud deployed PaaS / SaaS managed by the CSP vendor preferred to on-premise deployed applications as the latter would require more resources and potentially limit ongoing innovation?,ACCURATE,Aligns with CMDT and Spring '26 docs
6363,#redflag,"Attachment C RTMT6.10 History of all edits, deletes, and additions of posts",?We don't track history of deletes.,ACCURATE,Aligns with CMDT and Spring '26 docs
6364,#yellowflag,Attachment C RTMT9.4 Audit logs all errors and bad requests,?We do not provide this type of log,ACCURATE,Aligns with CMDT and Spring '26 docs
6365,#yellowflag,Attachment C RTMT9.5 Support file locking,?We don't support this as we are not a content management system. May require AppExchange partner like SpringCM.,ACCURATE,Aligns with CMDT and Spring '26 docs
6366,#redflag,"Attachment C RTMT9.9 The solution must provide all documentation requested for security reasons promptly, including proprietary documentation secured by NDA.","?We will not provide proprietary documentation. Specifically, for FedRAMP documentation, we can only provide a subset of documents.",ACCURATE,Aligns with CMDT and Spring '26 docs
6367,#yellowflag,"Solicitation for Customer Portal PlatformSection 9.1 Scope of Request""Portal rendering across various browsers ? latest versions of IE, Safari, Chrome, and Firefox""",?Significant performance issues in IE11 for Lightning,ACCURATE,Aligns with CMDT and Spring '26 docs
6368,#yellowflag,"2.1.17 Participant Communication. Communicating with Program Participants via telephone, EPC, web chat, email, or other technologies as necessary. Ensuring that the CSC is 508 compliant.",?508 compliance,ACCURATE,Aligns with CMDT and Spring '26 docs
6369,#yellowflag,"2.1.5 Data Privacy Compliance Plan. In the course of its performance under the Agreement, Vendor may receive or have access to Confidential or Personally Identifiable Information (PII). Within three w",?We comply with FedRAMP and DoD requirements as they pertain to PII and other sensitive data. Generally speaking Salesforce considers all customer data to be confidential and handles it as such.,ACCURATE,Aligns with CMDT and Spring '26 docs
6370,#yellowflag,"2.1.8 Detecting and Reporting Unusual Trends. Vendor shall develop processes for detecting,and shall proactively report to USAC, unusual trends or concerns (including, but not limited to, potentially ","?Event Monitoring (additional license) provides user log data, however customer's bear responsibility to analyze log data and determine suspicious activity. While we do provide some predictive analysis with ""Threat Detection"", those event streams are not included in our FedRAMP authorization boundar",ACCURATE,Aligns with CMDT and Spring '26 docs
6371,#yellowflag,"4.1.6 Notification of Planned Service Outages. Vendor shall notify USAC at least two (2)calendar weeks in advance, confirmed by email, of any planned service outage that mayaffect service to USAC. Sch",?We cannot adhere to specific customer's schedules.,ACCURATE,Aligns with CMDT and Spring '26 docs
6372,#yellowflag,"C.1.4 Software Updates InstallationContractor shall:a) Install major and minor updates of any COTS applications used in the CRM system operating environment to the latest USAC approved version, in the",?N/A to Salesforce architecture. Standard 3 updates and year and we are responsible for patching of services.,ACCURATE,Aligns with CMDT and Spring '26 docs
6373,#yellowflag,SLA TemplateMaintenance Window Timing - Friday evening to Saturday morning,?We have predefined maintenance windows for our multi-tenant service,ACCURATE,Aligns with CMDT and Spring '26 docs
6376,#redflag,"4.1.2 P1 Incident Reporting. Vendor shall notify USAC of any Priority 1 (P1) Incident within two (2) hours, provide status updates every one (1) hour, develop a workaround to address a P1 Incident wit",?{@0050M00000FmuPJQAZ}?,ACCURATE,Aligns with CMDT and Spring '26 docs
6377,#yellowflag,SLA TemplateRemediation of zero-day vulnerability with identified solution - 72 hours,?We adhere to FedRAMP / DoD requirements for vulnerability mitigation,ACCURATE,Aligns with CMDT and Spring '26 docs
6378,#yellowflag,"1.3. CM PLATFORM HIGH LEVEL TECHNICAL OVERVIEWIn accordance with Army guidance, the CM Platform will be hosted as a managed service in a cArmy Impact Level s (IL) 4 cloud and make maximum use of cArmy","?cArmy includes commercially hosted SaaS, like Salesforce, so this isn't applicable exactly as written. We'll need to educate a bit. That said, we don't offer a managed service.",ACCURATE,Aligns with CMDT and Spring '26 docs
6381,#redflag,5 Non-Functional Requirements35 Data replication for COOP (Continuity of Operations). Ability to recover full operation within one hour,?Our RTO is 12 hours and our RPO is 4 hours.,ACCURATE,Aligns with CMDT and Spring '26 docs
6382,#yellowflag,"5 Non-Functional Requirements38 Backup time ? The backup processes should occur nightly between 10PM and 2AM ET, and backup in a short period of time with minimal disruption, as not to impact morning ","?We cannot alter our backup schedule based ion individual client requirements. However, our backups do not disrupt customer orgs.",ACCURATE,Aligns with CMDT and Spring '26 docs
6383,#yellowflag,"5 Non-Functional Requirements40 Time ? PROMIS reliability should be 95% with 1,000 concurrent users.",?SLA,ACCURATE,Aligns with CMDT and Spring '26 docs
6384,#redflag,5 Non-Functional Requirements69 Must have a Level 5 Cloud Authorization from the DISA (Defense Information Systems Agency)? ,?Contradicts #58 Security must comply with IL4 (Impact Level) for public and restricted information with DMZ (Demilitarized Zone) networking in accordance with IAW DoD DMZ policy.,ACCURATE,Aligns with CMDT and Spring '26 docs
6385,#redflag,5 Non-Functional Requirements8. Data replication for COOP (Continuity of Operations). Ability to recover full operation within one hour,?Our RTO is 12 hours while our RPO is 4 hours.,ACCURATE,Aligns with CMDT and Spring '26 docs
6387,#redflag,"5 Non-Functional Requirements39 Recovery time ? In event of a disaster, the latest backup should be immediately restored, such that the system is offline for less than one hour.",?Our RTO is 12 hours and our RPO is 4 hours. Customers can and should backup their own data which may improve the RPO.,ACCURATE,Aligns with CMDT and Spring '26 docs
6389,#yellowflag,"2. Which solutions are available and certified to operate in a DoD accredited IL-4 or IL-5 environment? If not certified, do the solutions have a plan for IL4 or IL5?",?We may wish to share our roadmap language for IL5.,ACCURATE,Aligns with CMDT and Spring '26 docs
6390,#yellowflag,A4-12The system must integrate/pull user information from Common Access Card/ Public Key Infrastructure (CAC/PKI) authentication.,"?The only thing we can do in this regard is related to certificate-based authentication. We may want to ask a clarifying question like ""Is this required for anything beyond user authentication?""",ACCURATE,Aligns with CMDT and Spring '26 docs
6392,#yellowflag,A4-27The application shall also comply with new SSH Cipher requirements mandated by DISA.,"?@Brian Strandtman?@Greg Lee? @Bryan Yale?This is a new one for me. Do we know what these new requirements are? If not, we may want to ask for details.",ACCURATE,Aligns with CMDT and Spring '26 docs
6393,#yellowflag,"Req A4-199% availability / accessibility metric, while the remaining 1% accounts for scheduled/emergency maintenance (approximately 85 hours a year).","?Required SLA (note: believe our availability calculation removes scheduled maintenance from the denominator). Also, the ""Evaluation Criteria"" tab mentions 99.5% availability with no maintenance windows. These seem somewhat conflicting.",ACCURATE,Aligns with CMDT and Spring '26 docs
6394,#redflag,Req A4-2Data replication for COOP (Continuity of Operations). Ability to recover full operation within one hour,?Our RTO is 12 hours. (RPO is 4),ACCURATE,Aligns with CMDT and Spring '26 docs
6396,#yellowflag,"Required items ? Integration of Computer/Hosting1. [R] The proposed solution shall involve the rehosting, integration, and customization of an existing commercially-available estate planning solution ","?Based on the Q&amp;A response to our question regarding apps that do not have a FedRAMP ATO / IL4 PA, it seems like they are looking for the SaaS components to meet this requirement. No AppExchange apps have an IL4 PA and few have a FedRAMP Moderate ATO.",ACCURATE,Aligns with CMDT and Spring '26 docs
6398,#redflag,Required items ? Integration of Computer/Hosting12. Preferred Customer. [R] Provides all new features and feature enhancements made to the civilian-market versions of the system to military customers ,"?Not all Core features available within our commercial cloud are in gov cloud. Additionally, not all of those that are available in gov cloud fall within the scope of our IL4 PA.@Mike Rosa?I hadn't seen this one before, so interested if you have anything to add here.",ACCURATE,Aligns with CMDT and Spring '26 docs
6399,#yellowflag,"Required items ? Integration of Computer/Hosting13. System Availability.b. [R] The system will have a service availability of 99.5%, excluding scheduled maintenance.","?Not a problem, but would need to be noted in an MSA.",ACCURATE,Aligns with CMDT and Spring '26 docs
6400,#yellowflag,"Required items ? Integration of Computer/Hosting14. [R] Provides notifications, to the COR and GTPOC, of the implementation and a descriptive summary of all changes to either the underlying program or","?We post releases, planned maintenance, and emergency maintenance to trust.salesforce.com. Maintenance alerts are only sent if there is downtime. We don't alert customers to all infrastructure changes.@Mike Rosa?",ACCURATE,Aligns with CMDT and Spring '26 docs
6401,#yellowflag,"Required items ? Integration of Computer/Hosting16. Protection of Client Information. b. [R] Client information must be protected as Personally Identifiable Information (PII), and Protected Health Inf",?The Privacy Overlay is listed as a reference. We do not yet fully implement all controls listed in the overlay. {@0053000000C89Y4AAJ}?{@0053000000BPDfYAAX}?FYI,ACCURATE,Aligns with CMDT and Spring '26 docs
6402,#yellowflag,"Required items ? Integration of Computer/Hosting6. [R] The solution shall not require any installable application software or browser extensions either for clients, attorneys, or administrators;",?CRM Content and Process Visualizerrequire the Adobe Flash Player plugin. Might those be used? Are administrators those configuring the environment?,ACCURATE,Aligns with CMDT and Spring '26 docs
6403,#yellowflag,Required items ? Integration of Computer/Hosting8. [R] The solution shall meet the current technical and security requirements for: a. [R] Each Service?s Internet and Intranet Capabilities,?Not sure we can commit to this. We meet CC SRG requirements for IL4.,ACCURATE,Aligns with CMDT and Spring '26 docs
6404,#yellowflag,"Required items ? Integration of Computer/Hosting8. [R] The solution shall meet the current technical and security requirements for:b. [R] Federal and DoD Public Key Infrastructure (PKI), use of CAC ca",?PKI / CAC is required for DoD personnel for IL4. They will need to have an identity provider to enable SSO to achieve CAC authentication for these users.,ACCURATE,Aligns with CMDT and Spring '26 docs
6405,#yellowflag,Required items ? Integration of Computer/Hosting8. [R] The solution shall meet the current technical and security requirements for:d. [R] Encryption of Personally Identifiable and Protected Health inf,"?The requirement doesn't say *all* PII and PHI, but it's inferred. While Platform Encryption allows us to encrypt PII / PHI, we may not be able to encrypt all of it depending on the data type.",ACCURATE,Aligns with CMDT and Spring '26 docs
6406,#redflag,Required items ? Integration of Computer/Hosting8. [R] The solution shall meet the current technical and security requirements for:e. [R] Vendor will sign a non-disclosure agreement to ensure protecti,?We will not sign their NDA.,ACCURATE,Aligns with CMDT and Spring '26 docs
6412,#redflag,PWS2.24 Salesforce Marketing Cloud Package,"?Marketing Cloud is not FedRAMP or DoD authorized today. We know they want to use it though and are open to accepting the risk, but that is not made clear here.",ACCURATE,Aligns with CMDT and Spring '26 docs
6413,#yellowflag,PWS2.6 Salesforce Maps,"?While allowed by DISA as an exception to CAP policy in our IL4 PA, Salesforce Maps is not FedRAMP or DoD authorized today",ACCURATE,Aligns with CMDT and Spring '26 docs
6414,#yellowflag,"PWS8.3 The contractor shall ensure requirements for safeguarding classified information andclassified materials, for obtaining and verifying personnel security clearances, for verifyingsecurity cleara",?24 hour incident notification. I updated the GNG to reflect this.,ACCURATE,Aligns with CMDT and Spring '26 docs
6415,#yellowflag,5.5.3 508 Compliance TestingThe Contractor will perform 508 compliance scanning. The application will need to be tested and implemented against 508 compliance standards to ensure the application meets,?508 compliance,ACCURATE,Aligns with CMDT and Spring '26 docs
6416,#yellowflag,"5.6.1 System IAThe Contractor shall support activities to make applications PK-Enabled (PKE) in order to achieve standardized, PKI-supported capabilities for digital signatures, encryption, identifica","?For the digital signature requirement, we will need a partner that is also IL5. S-Sign (S-Docs) may be the only option as DocuSign is IL4 today (unsure of their IL5 roadmap). If we cannot load AppExchange apps in our IL5 environment, this could be a red flag. @Brian Strandtman?",ACCURATE,Aligns with CMDT and Spring '26 docs
6421,#yellowflag,"PWS4.1.2 FISCAM Assessment MitigationOnce the ?As-Is? baseline has been converted to a modern language, the Contractor shall implement the appropriate changes to mitigate any and all existing issues t",?Any FISCAM requirements will be responsibility of partner / SI,ACCURATE,Aligns with CMDT and Spring '26 docs
6422,#redflag,PWS5.1 DoD Enterprise PaaS Cloud EnvironmentCloud Environment &amp; DevSecOps: The application must leverage container based architecture and be able to be hardened to secure Certificate to Field (CtF,?We have a roadmap for IL5 but nothing available today. We'll need to confirm our proposed BOM and AF's schedule align to our roadmap.,ACCURATE,Aligns with CMDT and Spring '26 docs
6428,#yellowflag,"2.0 PROBLEM STATEMENT2.1 Applicable Regulations (if any). Currently, only regulations expected will be Privacy Act of 1974, as ARMS contains personally identifiable information (PII), and applicable D","?They do not specify which cyber security requirements, nor do they specify an impact level. If we have the opportunity to ask any questions, we may want to verify IL4.",ACCURATE,Aligns with CMDT and Spring '26 docs
6436,#yellowflag,100.100.103Maintain and permit access to Candidate application data for five years. , (may imply require to Field Audit Trail),ACCURATE,Aligns with CMDT and Spring '26 docs
6437,#yellowflag,200.230.148Ability for cadet to access and update FERPA preferences online (through personalized web portal).200.230.146Ability to indicate on each page that FERPA restrictions or permissions exist wi, (requires configuration ? discuss with/ highlight to partner),ACCURATE,Aligns with CMDT and Spring '26 docs
6438,#yellowflag,200.240.139Ability to support integration with DoD CAC for identification purposes. , (requires 3rd party identity provider),ACCURATE,Aligns with CMDT and Spring '26 docs
6439,#yellowflag,200.240.213Provides for unattended daily backup of all information and data to an off-site storage media. ," (backup media does not leave secure Salesforce data centers, but is backed up to secondary data center)",ACCURATE,Aligns with CMDT and Spring '26 docs
6440,#yellowflag,"500.380.23External Admissions users (e.g. marketing, recruiting and selection portal users) must have the ability to authenticate with username/password. "," (may imply Delegated Authentication, multiple orgs, or communities)",ACCURATE,Aligns with CMDT and Spring '26 docs
6441,#redflag,500.380.59Ability to connect via dedicate connection over MPLS and IPSEC to on-premise USAFA networks (Colorado Springs) from cloud service provider , (we do MPLS but not IPSEC),ACCURATE,Aligns with CMDT and Spring '26 docs
6442,#redflag,500.380.60Direct response action to alerts and/or CSSP directives for Anitvirus software / Host Based Security Systems for equipment present in the CSP and part of vendor's proposed solution. ," (we won?t directly respond or act based on AF alerts / directives, but rather industry guidance)",ACCURATE,Aligns with CMDT and Spring '26 docs
6443,#yellowflag,500.380.63Develop and oversee strategy to ensure proposed solution availability during natural or man-made events.Ensure DR/COOP plan is exercised annually IAW DoD/AF requirements.Provide required gui, (depends on DoD/AF requirements; we won?t accept formal guidance),ACCURATE,Aligns with CMDT and Spring '26 docs
6444,#yellowflag,"500.380.64Develop and oversee strategy to ensure encryption key management IAW DoD and AF standards and mandates.Provide required guidance / direction to vendor to ensure vendor rotation, encryption o", (may imply requirement for Platform Encryption; depends on DoD/AF requirements; we won?t accept formal guidance),ACCURATE,Aligns with CMDT and Spring '26 docs
6445,#yellowflag,500.380.65Report incidents to Tier 2 CSSP upon discovery/ preliminary analysis.Document response actions to CSSP directives and resolution direction for recovery and response actions. Record vendor ap, (depends on guidance),ACCURATE,Aligns with CMDT and Spring '26 docs
6446,#yellowflag,"500.380.66Provide comprehensive incident response strategy to include: analysis, tracking, reporting corrective actions documented by the vendor to Tier 2 CSSP ,Oversee and approve escalation actions,", (depends on DoD/AF reporting guidance),ACCURATE,Aligns with CMDT and Spring '26 docs
6447,#yellowflag,500.380.67Implement INFOCON compliance/Cyber Protection Condition (CPCON) program at Tier 3 level IAW DoD/AF directives and policies. , (depends on DoD/AF directives and policies),ACCURATE,Aligns with CMDT and Spring '26 docs
6448,#yellowflag,"500.380.68Analyze logs from multiple sources (i.e. Web Application Firewalls, Splunk, etc.) as provided by the vendor.Direct vendor response actions for any/all suspicious activity.", (response actions related to suspicious activity at the application level is responsibility of customer),ACCURATE,Aligns with CMDT and Spring '26 docs
6449,#yellowflag,500.380.71Provide monthly status reports of cyber related incidents and ensure specific SLAs are being met IAW CSP provider's contract and overall solution. ,? (See Ryan Swanson comment below - report provided is for Government Cloud and not specific org)@Ryan Swanson?Will this be changing any time soon to meet DoD continuous monitoring requirements?,ACCURATE,Aligns with CMDT and Spring '26 docs
6450,#yellowflag,500.380.72Analyze and determine remediation approach based on proposed solution provided scanning / vulnerability reports/recommendations.Provide prioritized remediation plan to government for resolut, (we publish monthly POA&M - partner would need to create customer version for project / customer),ACCURATE,Aligns with CMDT and Spring '26 docs
6451,#yellowflag,Numerous FERPA compliance requirements. , (compliance with privacy laws like FERPA rests primarily with the customer and its users by design),ACCURATE,Aligns with CMDT and Spring '26 docs
6452,#yellowflag,"PWS Section 2.1.1.11At a minimum, the Platform will support an Availability Rate of 99.5% or better... "," (we don't typically quote an availability rate in our SLA, but historically have provided better than 99.9% availability)",ACCURATE,Aligns with CMDT and Spring '26 docs
6453,#yellowflag,"PWS Section 2.1.1.4The platform shall have the ability to create, modify, copy, archive, and delete user accounts, both individually and in batches, both automatically and manually. "," (user accounts cannot be deleted, but rather disabled)",ACCURATE,Aligns with CMDT and Spring '26 docs
6454,#yellowflag,PWS Section 2.2.7There appears to be a CAP requirement for USAFA staff coming from .mil and a non-VPN requirement for faculty and staff coming from Internet. , (may require communities),ACCURATE,Aligns with CMDT and Spring '26 docs
6455,#yellowflag,PWS Section 2.2.8Notional architecture , (our architecture does not map 1:1 but is notionally consistent),ACCURATE,Aligns with CMDT and Spring '26 docs
6456,#yellowflag,PWS Section 2.2.8USAFA has additionally created a cyber security strategy and incident response plan based on this initial concept design.The contractor is expected to maintain and update these plan a, (required supporting documentation may go beyond what we provide),ACCURATE,Aligns with CMDT and Spring '26 docs
6457,#yellowflag,PWS Section 2.2.8Vendors should in their proposal consider the impact and make provisions to move to IL5 standard (from IL4) if DoD policy changes. , (our compliance team will monitor DoD policy changes),ACCURATE,Aligns with CMDT and Spring '26 docs
6458,#yellowflag,"PWS Section 2.2.9.6Additionally, all personnel with administrative access to provided system or fulfilling an IA role are required to meet IA Workforce requirements documented in DoD 8570.01M and back", (we should confirm this does't apply to our staff),ACCURATE,Aligns with CMDT and Spring '26 docs
6459,#yellowflag,"1.4.5.6 Use of Government Information Systems (IS) and access to Government networks is a revocable privilege, not a right. Users are the foundation of the DoD strategy and their actions affect the mo","?This and all sub-requirements are contractor responsibilities and cannot apply to Salesforce employees. For Salesforce Government Cloud Plus, Salesforce adheres to FedRAMP High and DoD IL4 policy and requirements as documented in our System Security Plan (SSP).",ACCURATE,Aligns with CMDT and Spring '26 docs
6460,#yellowflag,"Requirements MatrixUser Management, User PermissionsUser permissions shall control access to sites within the greater CMS solution.","?Is this referring to access external to Salesforce? Salesforce can be used as an Identity Provider for third-party apps via SAML, but does not function at a more granular level for permissions within those apps.",ACCURATE,Aligns with CMDT and Spring '26 docs
6461,#yellowflag,Special RequirementsPublic Trust and criminal/background investigation is required. All contract employees must be eligible to be entered into DISS.,?This cannot apply to Salesforce personnel.,ACCURATE,Aligns with CMDT and Spring '26 docs
6462,#yellowflag,"1.2.5 CybersecurityThe contractor will be responsible for performing Cybersecurity vulnerability scans and addressing all findings in accordance with DoD and Army directives and policies, tool subject","?Salesforce performs scans of our services driven by our Continuous Monitoring responsibilities. Similarly, Salesforce is also responsible for patching the service in accordance with FedRAMP and DoD requirements policy. This includes IAVM monitoring and response. Customers may scan custom code devel",ACCURATE,Aligns with CMDT and Spring '26 docs
6464,#yellowflag,"ATIS ALCMC RFI2. PurposeCapability will be hosted within, all housed within a secure cARMY environment.ATIS Solution Integrator RFI3.5 SecurityATIS prefers to utilize Continuous Risk Management Framew","?While the mentions of cARMY may suggest hosting in the customer's environment, senior Army leadership has previously made clear this does not apply to commercial SaaS and that the only requirement is to provide you can security connect to the Army network. We should mention our integration with the",ACCURATE,Aligns with CMDT and Spring '26 docs
6465,#yellowflag,"RFI1.0 IntroductionIn addition, the FMS-ACES solution must be successfully delivered through agile development and deployment cycles that maximize (1) Development, Security, and Operations (DevSecOps)",?Partner responsibility building off our FedRAMP High and IL4 authorizations,ACCURATE,Aligns with CMDT and Spring '26 docs
6466,#yellowflag,"RFI2.2 Problem DescriptionThe Army has directed that the modernized solution will be hosted in cArmy, the Army?s enterprise cloud environment.RFI5.0 Key Information PointsFMS-ACES must be hosted in cA",?Not applicable to our architecture but we can securely connect to cArmy,ACCURATE,Aligns with CMDT and Spring '26 docs
6467,#yellowflag,"RFI5.0 Key Information PointsFMS-ACES is not a financial system; however, as a financial feeder system, it must be compliant with the following financial standards: SFIS and FIAR/FISCAM.",?We don't claim compliance with SFIS and FIAR/FISCAM. This is a partner responsibility. ,ACCURATE,Aligns with CMDT and Spring '26 docs
6468,#yellowflag,RFI5.0 Key Information PointsFMS-ACES must be able to authenticate a user at Authenticator Assurance Level (AAL) 2 and Identity Assurance Level (IAL) 2 in compliance with NIST SP 800-63.,"?IAL is relevant to identity proofing and not the authentication itself (that?s AAL). We may want to ask a question to confirm whether or not identity proofing is required (this should be inherited from the CAC proofing). Recommended questions is ""Since IAL is relevant to proofing of an identity and",ACCURATE,Aligns with CMDT and Spring '26 docs
6469,#yellowflag,RFI5.0 Key Information PointsFMS-ACES must support DoD and federal Public Key Infrastructure (PKI) electronic certificate signatures on document outputs.,?Requires DocuSign,ACCURATE,Aligns with CMDT and Spring '26 docs
